Geneid	SRR22405441	SRR22405442	SRR22405445	SRR22405453	SRR22405460	SRR22405461	SRR22405467	SRR22405532	SRR22405538	SRR22405544
6120_1	0	0	0	0	0	2	0	0	0	0
6120_2	1	0	6	9	0	0	0	0	0	0
6120_3	0	0	1	13	0	0	0	0	0	0
6120_4	1	0	5	31	0	1	0	1	1	0
6132_1	1	19	0	3	39	2	73	2	0	1
6132_2	0	1	0	0	4	0	10	0	0	0
6132_3	0	6	0	0	22	5	25	1	0	0
6132_4	0	8	0	0	15	1	23	1	0	0
6132_5	0	15	0	0	20	4	34	0	0	0
6144_1	0	0	0	0	1	0	1	0	1	10
6144_2	0	0	1	0	0	0	0	0	5	24
6155_1	2	0	0	3	0	1	0	0	0	0
6155_2	15	0	0	0	0	3	0	0	0	1
6155_3	19	0	27	9	4	12	0	0	9	14
6155_4	16	0	17	23	2	7	0	0	6	11
6155_5	0	0	4	1	0	3	0	0	1	1
6161_1	24	0	3	10	0	2	0	0	0	4
6161_2	1	0	1	0	0	0	0	0	0	0
6169_1	0	0	0	0	0	0	0	0	0	7
6169_2	0	0	0	0	0	0	0	0	1	16
6169_3	0	0	2	0	0	0	0	0	1	24
6169_4	0	0	1	0	0	0	0	0	1	17
6169_5	1	0	0	0	0	0	0	0	3	14
6213_1	0	7	0	2	4	6	4	2	0	1
6213_2	3	5	0	6	5	6	8	4	0	0
6213_3	0	11	1	2	8	3	10	10	0	0
6213_4	1	8	3	6	12	12	14	16	0	0
6213_5	1	18	1	2	14	3	4	11	1	1
6213_6	1	6	0	0	5	6	8	6	0	3
6213_7	2	5	2	4	6	3	6	7	0	3
6213_8	2	24	1	3	6	13	11	11	1	0
6213_9	2	9	1	0	4	4	4	2	0	0
6213_10	0	8	0	7	9	8	7	6	1	4
6213_11	0	6	2	2	8	13	10	3	0	1
6213_12	2	4	4	4	9	6	15	16	0	1
6213_13	2	8	1	0	2	4	8	2	0	0
6213_14	1	5	1	3	12	3	2	7	0	0
6213_15	1	11	0	2	10	9	5	3	2	0
6213_16	0	3	0	2	2	3	4	7	0	0
6213_17	1	13	0	0	5	7	3	8	0	0
6213_18	0	5	0	0	5	5	3	2	0	0
6213_19	2	20	2	2	15	15	10	17	0	1
6213_20	0	9	3	0	11	10	10	8	0	1
6213_21	3	17	2	2	20	6	11	19	0	0
6213_22	0	11	0	3	9	2	1	5	0	2
6213_23	1	9	0	0	7	5	6	12	0	0
6213_24	4	7	2	2	3	3	4	6	0	1
6213_25	0	4	3	2	3	4	5	5	0	0
6213_26	3	18	4	2	14	22	14	18	1	4
6213_27	0	11	1	2	6	5	3	3	4	1
6213_28	0	12	0	1	4	5	6	4	0	5
6213_29	0	7	4	2	6	14	10	9	2	3
6213_30	1	10	0	1	8	6	3	5	0	0
6213_31	0	15	0	3	7	5	12	12	0	1
6213_32	4	15	5	0	10	12	10	14	0	3
6213_33	0	9	0	3	6	3	3	3	0	0
6217_1	0	0	0	0	7	0	12	0	0	0
6217_2	0	0	0	0	0	0	6	0	0	0
6217_3	0	0	0	0	1	0	8	0	0	0
6218_1	0	0	0	0	0	0	0	1	4	0
6218_2	0	0	0	0	0	0	0	0	18	0
6218_3	0	0	0	0	1	0	0	0	2	0
6290_1	2	0	0	0	2	0	0	0	0	2
6290_2	28	3	5	18	28	19	1	0	1	17
6290_3	6	2	1	4	15	8	1	1	0	8
6290_4	12	4	2	7	24	18	3	0	0	8
6290_5	2	2	2	7	10	5	3	0	0	7
6290_6	8	1	1	3	11	7	1	0	0	2
6290_7	8	7	1	12	10	5	2	3	0	7
6290_8	7	2	3	7	20	7	3	1	0	5
6290_9	13	2	1	7	10	7	0	0	0	7
6290_10	15	7	1	9	8	9	0	0	0	6
6290_11	18	9	2	13	14	12	5	0	0	12
6290_12	8	1	2	12	11	8	0	1	0	2
6290_13	5	6	3	13	10	15	0	0	1	4
6290_14	2	0	0	5	9	2	0	1	0	6
6290_15	17	4	0	6	7	13	0	1	0	5
6290_16	20	9	4	13	30	29	1	4	0	20
6290_17	40	7	3	23	45	45	8	2	3	23
6290_18	10	1	2	5	13	15	3	1	0	6
6290_19	10	11	3	11	26	21	0	0	0	7
6290_20	42	18	12	39	59	53	8	4	0	34
6290_21	6	2	2	5	9	8	0	1	0	3
6290_22	15	7	6	9	18	9	2	0	0	7
6290_23	24	10	2	21	38	22	10	5	2	19
6290_24	19	6	6	18	17	18	3	0	0	17
6290_25	14	4	9	13	22	14	7	2	1	14
6290_26	11	0	2	8	12	7	1	1	0	4
6290_27	7	5	0	5	6	3	1	0	0	2
6290_28	8	8	2	16	24	20	2	1	0	17
6290_29	10	2	3	13	18	19	0	1	0	5
6290_30	14	10	4	11	26	19	1	1	0	13
6290_31	13	8	1	15	23	17	4	1	0	13
6290_32	19	5	1	3	17	24	1	2	0	11
6290_33	19	8	2	5	13	16	0	1	0	7
6290_34	38	14	11	18	23	21	1	3	0	16
6290_35	21	5	3	6	19	20	4	0	0	10
6290_36	15	7	6	10	22	11	0	0	0	3
6290_37	16	6	1	16	21	18	1	2	0	13
6290_38	36	12	5	22	36	33	3	4	0	19
6290_39	13	3	0	10	16	15	0	2	0	0
6290_40	55	35	14	37	66	57	6	2	0	51
6290_41	3	1	1	6	6	10	0	0	0	11
6290_42	20	11	8	29	50	31	4	4	0	19
6290_43	11	1	0	2	9	7	0	0	0	1
6290_44	19	17	10	25	16	19	6	2	0	10
6290_45	20	9	0	7	33	23	0	3	0	16
6290_46	15	4	1	9	16	20	2	0	0	6
6290_47	34	6	2	17	27	26	4	1	1	14
6290_48	10	5	3	5	9	15	3	1	0	5
6290_49	16	2	6	4	5	9	1	1	0	2
6290_50	9	5	5	12	8	17	0	0	0	7
6290_51	12	6	6	9	14	10	3	1	0	7
6290_52	5	2	1	2	9	11	1	0	0	6
6290_53	5	4	1	11	15	13	1	1	0	5
6290_54	12	4	2	2	18	11	2	4	0	3
6290_55	8	2	2	8	9	7	0	0	0	1
6290_56	36	23	4	20	54	43	6	2	0	23
6290_57	7	6	4	7	7	7	0	0	0	3
6290_58	14	7	4	8	12	12	0	0	0	8
6290_59	14	9	6	13	27	27	0	2	0	7
6290_60	13	2	3	5	4	8	0	1	0	5
6290_61	15	10	1	16	32	17	3	1	0	8
6290_62	61	30	18	62	108	96	8	7	1	46
6290_63	22	9	7	20	26	20	2	0	0	15
6290_64	0	1	0	4	8	8	1	0	0	8
6291_1	14	0	3	14	5	1	0	30	0	10
6294_1	0	0	0	0	0	12	0	0	0	0
6294_2	0	0	0	0	0	13	0	0	0	0
6294_3	0	0	0	0	0	6	0	0	0	0
6296_1	0	0	0	0	0	0	0	0	0	0
6296_2	0	0	0	0	5	0	23	0	0	0
6298_1	0	0	0	0	0	0	0	0	13	0
6299_1	0	0	0	0	1	0	0	0	9	0
6299_2	0	0	0	0	0	1	0	0	2	0
6301_1	1	0	6	10	4	9	0	47	0	17
6303_1	12	0	0	2	1	3	0	0	6	6
6303_2	3	0	0	0	0	1	0	0	4	0
6307_1	5	0	0	0	0	0	0	0	7	10
6307_2	3	0	0	1	0	0	0	0	2	0
6308_1	0	0	0	0	2	0	7	0	0	0
6308_2	1	0	0	0	4	0	13	0	0	0
6319_1	0	0	3	11	0	0	0	0	0	0
6319_2	0	0	2	22	0	0	0	0	0	4
6319_3	0	0	8	22	0	1	0	0	0	0
6319_4	0	0	0	11	0	0	0	0	0	0
6319_5	3	0	8	45	3	7	0	2	6	12
6319_6	0	0	7	16	0	1	0	0	0	2
6322_1	0	0	1	2	0	0	0	0	1	0
6322_2	7	0	0	5	7	12	0	0	6	4
6322_3	5	2	4	4	6	21	0	0	31	6
6324_1	0	0	2	0	0	0	0	0	0	4
6324_2	0	0	1	0	0	0	0	0	0	4
6324_3	0	0	1	0	0	0	0	0	0	3
6325_1	0	0	0	0	0	0	0	0	7	0
6325_2	0	0	0	0	0	0	0	0	0	0
6335_1	0	14	17	9	34	16	10	3	0	0
6335_2	0	9	1	5	19	4	6	0	0	0
6335_3	0	5	7	6	12	7	3	3	0	1
6335_4	0	4	11	3	25	14	4	1	0	1
6335_5	0	8	10	6	15	13	5	0	0	0
6335_6	0	8	20	18	50	15	13	1	0	3
6335_7	0	18	14	9	29	19	7	0	0	1
6335_8	0	0	3	3	14	9	3	0	0	1
6335_9	0	1	3	1	9	3	2	0	0	0
6335_10	9	21	21	15	78	39	22	4	0	6
6348_1	0	0	0	0	0	0	0	25	0	0
6348_2	0	0	0	0	1	0	0	49	0	0
6348_3	0	0	0	0	0	0	0	31	0	0
6348_4	0	0	0	0	1	0	0	18	0	0
6348_5	0	0	0	0	0	0	0	18	0	0
6348_6	0	0	0	0	0	0	0	12	0	0
6348_7	0	0	0	0	0	0	0	19	0	0
6348_8	0	0	0	0	1	3	1	69	0	0
6348_9	0	0	0	0	0	0	0	26	0	0
6348_10	0	0	1	0	0	0	1	10	0	0
6348_11	0	0	0	0	0	0	0	24	1	0
6348_12	0	0	0	0	1	0	1	20	0	0
6351_1	2	0	2	2	0	9	1	1	14	12
6353_1	0	0	0	1	4	0	3	0	0	0
6353_2	1	0	0	0	0	0	21	0	0	0
6354_1	23	4	4	1	0	2	0	1	0	4
6358_1	0	3	1	0	0	0	1	0	2	14
6358_2	1	1	0	1	1	1	1	2	0	12
6365_1	0	0	0	3	10	3	0	3	2	0
6365_2	0	2	2	0	13	13	0	3	0	5
11684_1	0	0	0	3	0	2	0	0	0	0
11684_2	0	1	21	72	0	2	0	0	1	2
6369_1	0	0	3	26	0	0	0	0	0	0
6369_2	1	0	5	35	2	2	0	1	0	0
6369_3	0	0	1	10	0	0	0	0	0	0
6369_4	1	1	4	5	2	2	0	1	1	3
6370_1	1	0	0	0	0	1	0	0	2	13
6370_2	1	0	0	1	0	0	0	0	5	9
6372_1	0	0	0	0	0	0	0	37	0	0
6372_2	0	0	0	0	0	0	0	23	0	0
6380_1	0	0	1	0	0	0	0	89	0	0
6380_2	0	0	0	0	0	0	0	37	1	0
6380_3	0	0	0	0	0	0	0	14	0	0
6380_4	0	1	2	0	0	1	0	22	0	0
6380_5	0	0	0	0	0	0	0	19	0	0
6382_1	2	4	2	1	5	0	8	2	0	0
6382_2	2	1	1	0	5	0	6	0	0	0
6384_1	0	0	2	0	0	0	0	0	0	4
6384_2	0	0	3	0	0	0	0	0	0	4
6384_3	0	0	3	0	0	0	0	0	0	4
6384_4	0	0	3	1	0	0	0	0	0	14
6396_1	0	0	0	2	2	0	1	15	0	1
6396_2	0	0	0	9	0	1	0	17	0	11
6396_3	0	0	0	10	2	0	0	12	0	5
6396_4	0	0	0	3	0	0	0	9	0	2
6396_5	0	0	0	6	0	0	0	9	0	1
6396_6	0	0	0	3	0	0	0	12	0	3
6396_7	0	0	0	2	1	0	1	16	1	4
6396_8	0	0	0	7	2	1	0	8	0	7
6396_9	0	0	0	7	0	0	0	10	0	4
6396_10	0	0	0	5	4	1	0	24	1	12
6396_11	0	0	0	6	3	1	0	23	0	3
6404_1	10	0	2	22	4	6	0	1	4	11
11686_1	0	0	1	2	0	1	0	0	2	0
11686_2	0	0	4	5	0	0	0	0	5	2
6407_1	0	0	0	0	1	0	2	0	0	0
6407_2	0	0	0	0	6	0	10	0	0	0
6415_1	7	1	3	4	2	2	0	1	0	0
6415_2	38	0	10	10	0	1	0	0	1	4
6415_3	4	0	5	0	0	0	0	0	0	1
6415_4	13	0	1	5	0	3	0	0	0	0
6415_5	18	0	2	4	0	3	0	0	0	0
6421_1	3	0	0	21	0	1	0	1	0	1
6421_2	0	0	9	45	1	4	0	0	2	1
6426_1	4	2	0	26	2	6	1	0	1	6
6426_2	2	0	0	10	0	0	0	0	0	3
6426_3	1	0	1	5	0	0	0	0	1	5
6426_4	2	0	0	3	1	0	0	0	1	1
6434_1	0	0	0	0	0	0	0	30	0	0
6434_2	0	0	0	0	2	1	0	10	0	0
6434_3	0	0	0	1	0	0	0	16	0	0
6434_4	1	0	0	1	1	1	0	13	3	0
6434_5	0	0	0	0	2	0	0	23	0	0
6434_6	0	0	0	0	0	0	0	46	0	0
6434_7	0	1	0	0	0	0	0	18	0	0
6442_1	0	0	0	0	0	0	0	0	6	0
6442_2	0	0	0	0	0	0	0	0	12	1
6464_1	0	25	1	0	31	4	66	3	0	0
6464_2	0	4	0	0	13	0	17	1	0	0
6464_3	0	2	0	0	9	4	21	0	0	0
6464_4	2	26	0	0	46	5	94	4	6	1
6464_5	0	13	4	7	30	6	69	2	2	0
6464_6	1	14	0	0	23	6	67	0	0	0
6464_7	0	7	0	1	24	0	46	0	1	0
6464_8	0	0	0	0	3	1	12	1	0	0
6465_1	3	4	2	2	4	2	6	0	3	3
6465_2	4	2	0	4	3	1	1	0	0	0
6468_1	131	59	149	133	38	40	43	49	10	107
6472_1	0	0	0	0	0	0	0	0	1	18
6472_2	1	0	1	2	0	7	0	1	2	9
6472_3	0	0	0	0	1	0	0	0	0	6
6478_1	0	0	0	0	2	0	5	0	0	0
6478_2	0	1	0	0	7	2	11	0	1	0
6478_3	0	0	1	0	9	0	41	0	0	0
6484_1	1	1	4	0	3	6	0	1	10	4
6484_2	5	0	3	5	4	5	0	1	9	10
6488_1	0	0	0	2	0	0	0	1	14	3
6488_2	0	0	1	0	0	0	0	0	3	0
6500_1	0	0	1	1	0	0	0	0	1	14
6500_2	0	1	1	1	0	2	0	0	1	19
6500_3	0	0	0	0	0	0	0	0	5	15
6505_1	0	5	0	0	28	22	0	18	0	1
6509_1	0	0	0	0	0	2	0	0	23	0
6509_2	0	0	0	0	0	0	0	0	6	0
6513_1	1	1	2	2	0	3	0	0	7	26
6526_1	0	0	0	0	0	2	0	0	0	1
6526_2	4	0	1	0	0	4	0	0	0	4
6526_3	0	0	0	0	0	1	0	0	0	0
6526_4	0	0	0	0	0	0	0	0	0	0
6538_1	0	0	2	10	0	0	0	0	0	0
6538_2	0	0	5	23	0	0	0	0	1	0
6538_3	0	0	4	12	0	0	0	0	1	0
6538_4	4	0	11	53	0	2	0	0	4	3
6538_5	0	0	1	2	0	0	0	0	0	1
6538_6	3	0	7	22	3	2	0	0	3	2
6538_7	1	0	3	8	0	7	0	0	1	5
6538_8	2	0	5	45	0	0	0	0	2	6
6538_9	0	0	1	9	0	0	0	0	1	0
6542_1	14	0	4	6	0	0	0	0	0	1
6542_2	8	0	1	4	0	0	0	0	0	0
6542_3	0	0	0	1	0	0	0	0	0	0
6542_4	5	0	0	4	0	0	0	0	0	1
6555_1	4	5	0	1	4	1	5	0	0	3
6555_2	0	3	0	0	10	0	3	0	0	1
6555_3	1	2	0	1	1	0	1	0	0	0
6555_4	0	0	0	0	0	0	0	0	0	0
6555_5	3	3	0	0	2	1	4	0	0	1
6555_6	2	2	0	2	11	1	5	0	0	0
6555_7	0	0	0	0	0	0	0	0	0	0
6555_8	1	3	1	2	19	6	4	0	1	1
6555_9	3	4	3	0	6	3	6	0	0	4
6558_1	1	0	1	9	2	3	0	0	4	10
6563_1	1	0	0	0	0	0	0	0	1	0
6563_2	1	0	0	1	0	1	1	0	2	1
6563_3	0	0	0	0	0	4	0	0	0	1
6563_4	0	0	0	0	0	0	0	0	0	0
6575_1	2	0	1	5	4	7	0	0	4	0
6589_1	0	0	0	1	0	19	0	0	2	8
6594_1	1	0	1	0	0	0	0	0	0	1
6594_2	6	0	3	7	1	0	0	0	3	5
6597_1	65	1	22	192	18	18	4	5	22	141
6601_1	7	0	7	7	0	4	0	0	0	2
6603_1	2	1	0	2	39	1	15	0	3	0
6603_2	0	0	0	0	5	0	14	0	0	0
6613_1	2	3	0	0	0	1	6	4	0	0
6613_2	1	4	0	2	0	0	2	6	3	0
6613_3	2	1	3	1	1	3	8	5	2	0
6613_4	1	1	1	1	1	3	3	1	0	1
6616_1	0	0	0	0	0	14	0	0	0	0
11693_1	2	0	0	8	2	3	0	0	5	9
11693_2	0	0	3	0	0	0	0	0	4	2
6630_1	0	0	0	0	1	0	7	0	0	0
6630_2	0	0	0	0	3	0	3	0	0	0
6638_1	2	0	0	0	0	2	0	0	2	14
6643_1	0	1	0	0	0	0	0	0	0	0
6643_2	3	2	0	2	0	2	0	0	1	6
6643_3	1	0	0	1	1	0	0	0	0	0
6646_1	0	0	0	0	4	0	5	0	0	0
6646_2	0	0	0	0	1	0	5	0	0	0
6646_3	0	0	0	0	2	0	15	0	0	0
6654_1	0	5	0	1	5	1	1	22	0	0
6654_2	0	2	0	1	1	0	0	5	0	1
6654_3	0	1	1	0	6	1	0	6	0	0
6654_4	0	2	0	0	0	0	0	5	0	0
6656_1	0	0	0	0	0	0	0	0	1	12
6659_1	2	1	1	3	2	2	3	0	0	1
6659_2	8	1	3	2	4	2	3	0	0	3
6659_3	1	1	1	1	1	1	4	0	0	0
6661_1	5	7	4	4	16	0	11	17	8	5
6665_1	5	3	0	1	12	4	12	0	0	1
6665_2	4	1	1	0	3	1	7	0	0	1
6665_3	1	1	0	2	1	1	1	0	0	1
6671_1	0	7	0	0	24	16	2	13	0	0
6671_2	0	4	0	0	18	9	1	5	0	0
6671_3	0	3	0	0	10	11	0	7	0	0
6671_4	0	1	0	0	18	9	0	13	0	0
6671_5	0	4	0	0	19	14	1	5	0	0
6675_1	0	0	0	0	0	3	0	0	1	0
6675_2	0	0	0	0	0	5	0	0	0	0
6675_3	0	0	0	1	1	8	0	0	0	0
6709_1	0	2	0	7	1	0	0	11	0	2
6709_2	0	1	1	17	7	0	0	47	1	21
6709_3	0	0	0	6	3	0	1	15	0	4
6709_4	0	0	0	5	0	0	0	4	0	6
6709_5	0	0	0	10	1	1	0	11	0	10
6709_6	0	0	0	3	2	0	0	3	0	5
6709_7	0	0	0	5	1	0	0	12	0	6
6709_8	1	0	0	4	1	0	0	7	0	6
6709_9	0	0	0	2	0	0	0	6	0	3
6709_10	0	0	0	5	0	0	0	13	0	13
6709_11	0	0	0	7	0	0	0	11	0	5
6709_12	0	0	1	25	0	1	0	31	1	16
6709_13	0	0	0	12	2	0	0	22	0	12
6709_14	0	0	0	7	1	1	0	21	0	10
6709_15	0	0	0	6	0	3	0	9	0	3
6709_16	0	0	0	8	0	1	0	5	0	5
6709_17	0	0	0	11	1	1	0	16	0	1
6709_18	0	1	0	2	0	1	0	9	0	1
6717_1	0	0	0	0	0	1	0	0	0	13
6717_2	1	0	0	0	0	0	0	0	1	9
6717_3	0	0	0	0	0	1	0	0	1	1
6722_1	0	0	1	0	0	1	0	0	19	0
6722_2	2	0	0	0	2	5	0	0	10	0
6724_1	0	2	0	0	0	2	0	0	0	1
6724_2	0	0	0	0	0	0	0	0	8	0
6724_3	0	0	0	0	0	0	0	0	4	0
6724_4	0	0	0	1	0	2	0	0	8	0
6724_5	0	0	0	0	0	0	0	0	6	0
6735_1	1	12	1	2	3	1	5	0	3	3
6735_2	2	2	3	2	7	2	3	0	0	0
6735_3	0	0	0	0	1	0	0	0	0	0
6743_1	0	0	14	59	0	0	0	0	3	0
6743_2	0	0	2	3	0	0	0	0	0	0
6743_3	0	0	4	47	0	1	0	1	2	0
6743_4	1	1	2	12	0	0	0	0	0	0
6743_5	0	0	1	14	0	0	0	0	0	0
6743_6	0	0	0	5	0	0	0	0	0	1
6743_7	0	0	1	8	0	0	0	0	1	0
6745_1	3	0	0	11	1	1	0	2	2	2
6745_2	2	0	0	7	1	1	0	0	1	7
11697_1	0	0	0	0	0	0	0	0	2	0
11697_2	0	0	0	0	0	0	0	0	1	0
11697_3	0	0	0	0	0	0	0	0	12	0
6766_1	0	0	1	0	0	0	0	8	0	0
6766_2	0	7	2	0	2	0	11	36	1	0
6766_3	0	5	5	0	1	0	8	25	0	1
6766_4	0	7	3	0	1	2	7	17	0	0
6766_5	2	6	4	0	4	0	5	28	0	0
6766_6	0	5	0	0	1	0	4	10	0	1
6766_7	0	12	2	3	8	0	11	50	0	0
6766_8	0	17	5	1	7	1	20	64	0	0
6766_9	0	2	0	0	1	0	2	5	0	0
6766_10	0	3	2	0	1	1	6	34	0	1
6766_11	0	5	3	0	1	1	2	19	0	0
6766_12	0	8	1	2	6	0	8	30	0	1
6766_13	0	1	0	0	1	3	1	5	0	0
6766_14	0	4	3	0	7	1	1	22	0	0
6766_15	0	4	2	0	2	0	0	3	0	0
11699_1	0	0	0	0	0	0	0	0	0	0
11699_2	2	0	1	1	0	70	0	0	5	6
11699_3	0	0	0	0	0	1	0	0	0	0
6776_1	0	0	0	0	0	0	0	0	2	2
6776_2	0	0	0	0	0	5	0	0	4	8
6794_1	0	0	0	0	0	0	0	14	1	0
6794_2	0	0	0	0	0	0	0	24	0	0
6794_3	0	0	0	0	0	0	0	15	0	0
6794_4	0	0	0	0	0	0	0	17	0	0
6794_5	0	0	0	0	0	0	0	4	0	0
6794_6	0	0	0	0	0	0	0	56	0	0
6794_7	0	0	0	0	0	0	0	12	0	0
6794_8	0	0	0	0	0	0	0	33	0	0
6794_9	1	0	0	0	0	0	0	21	0	0
6794_10	1	0	0	2	0	1	0	36	0	0
6794_11	0	0	0	0	0	0	0	11	0	0
6794_12	0	0	0	0	0	0	0	46	0	0
6794_13	0	0	0	0	0	1	0	27	0	0
6797_1	2	2	2	11	1	2	0	0	2	25
6807_1	1	1	0	0	1	1	1	1	1	0
6807_2	0	0	0	5	0	0	1	1	0	9
6812_1	0	0	0	0	0	0	0	0	4	25
6816_1	0	0	1	0	0	2	0	0	21	0
6823_1	0	0	0	0	0	25	0	0	0	0
6823_2	0	0	0	2	1	118	0	1	0	0
11704_1	2	2	1	3	8	0	2	0	0	1
11704_2	0	5	1	2	4	3	3	0	0	1
11704_3	3	4	0	1	3	1	0	0	0	2
11704_4	0	2	2	1	4	1	4	0	0	0
6839_1	19	10	10	7	0	0	12	11	0	24
6839_2	5	5	3	3	0	0	3	4	0	10
6839_3	44	30	29	8	3	5	20	17	0	43
6839_4	3	1	5	2	0	0	5	6	0	6
6839_5	23	29	17	15	4	3	12	15	2	51
6839_6	22	15	14	12	6	3	22	9	2	36
6839_7	12	4	3	4	2	1	4	4	1	8
6839_8	22	31	31	18	3	3	7	13	2	43
6839_9	22	22	18	11	5	4	10	17	0	37
6839_10	15	23	14	11	3	6	18	13	0	29
6839_11	51	38	37	28	4	9	37	31	0	69
6839_12	14	11	8	8	1	4	11	12	0	13
6841_1	0	0	0	0	0	0	0	0	0	1
6841_2	0	1	3	4	0	0	0	0	7	21
6846_1	0	0	0	0	0	0	0	0	10	0
6846_2	0	0	0	0	0	0	0	0	10	0
6850_1	0	0	0	0	3	0	6	0	0	0
6850_2	0	0	0	0	3	0	5	0	0	0
6850_3	0	0	1	0	4	0	8	0	0	0
6850_4	1	0	0	0	2	0	6	0	0	0
6852_1	3	0	0	0	2	18	0	0	28	63
6852_2	0	0	0	4	0	8	0	0	8	10
6852_3	0	0	5	0	0	15	0	0	10	26
6858_1	0	0	0	5	1	0	0	9	0	2
6858_2	0	0	0	1	0	0	0	1	0	1
6862_1	1	0	0	0	1	0	0	0	0	1
6862_2	4	7	0	5	2	4	7	0	3	2
6865_1	0	0	0	0	0	0	0	0	0	1
6865_2	1	0	0	4	0	1	2	1	0	2
6865_3	0	0	0	2	0	0	0	0	1	2
6869_1	0	0	0	0	0	0	0	0	0	7
6869_2	0	0	0	0	0	0	0	0	2	8
6869_3	0	0	0	0	0	0	0	0	3	4
6871_1	0	3	2	1	4	3	0	0	1	0
6876_1	0	0	1	3	0	2	0	0	2	11
6876_2	0	0	0	1	1	0	1	0	4	3
6876_3	1	2	2	1	0	1	0	0	9	28
6885_1	0	0	0	0	1	0	7	0	0	0
6885_2	0	0	0	0	4	0	25	0	0	0
6885_3	0	0	0	0	4	0	13	0	0	0
6885_4	0	0	0	0	3	0	0	0	0	0
6887_1	1	0	0	0	0	0	0	0	4	23
6887_2	3	1	2	1	1	13	0	0	2	35
6896_1	33	7	5	21	22	29	2	0	2	18
6896_2	21	6	4	24	38	33	4	2	0	16
6896_3	17	5	2	6	14	16	2	1	0	8
6896_4	36	8	4	16	32	26	1	1	0	15
6896_5	23	2	8	11	21	30	1	1	0	12
6896_6	12	8	3	9	15	33	5	3	0	14
6904_1	0	0	0	0	3	0	4	0	0	0
6904_2	0	0	0	0	3	0	14	0	0	0
6904_3	0	0	0	0	0	0	4	0	0	0
6912_1	0	0	0	0	4	0	8	0	0	0
6912_2	0	0	0	0	4	0	13	0	0	0
6917_1	0	0	0	0	1	0	0	2	0	0
6917_2	0	0	1	4	0	1	0	18	0	11
6921_1	0	0	0	2	0	0	0	0	3	17
6921_2	0	2	0	0	0	1	0	0	1	9
6923_1	0	0	0	0	0	0	0	0	0	2
6923_2	0	0	0	0	0	0	0	0	0	6
6923_3	0	0	0	0	0	0	0	0	0	6
6930_1	1	0	0	1	1	7	0	0	2	37
6930_2	0	0	1	0	0	0	0	0	2	4
6930_3	2	0	1	0	0	1	0	0	5	14
6930_4	0	1	0	0	0	0	0	0	0	1
6932_1	0	0	0	0	1	0	0	0	3	18
6932_2	0	0	0	0	0	0	0	0	0	1
6935_1	0	0	1	0	0	0	0	0	1	9
6935_2	1	2	1	0	0	5	0	4	6	25
6941_1	0	0	0	0	0	20	0	0	0	0
11716_1	0	9	0	0	2	2	0	1	0	0
11716_2	0	4	0	0	7	6	1	3	0	0
11716_3	1	0	0	0	8	9	1	5	0	1
6948_1	8	0	5	4	0	1	1	0	1	1
6951_1	5	0	6	5	6	2	0	0	2	3
6951_2	2	0	3	3	0	0	0	0	0	2
6965_1	0	0	3	14	0	0	0	1	2	0
6965_2	7	0	3	19	0	2	0	1	2	2
6965_3	1	0	4	6	0	2	0	0	1	1
6965_4	0	0	2	23	0	2	0	1	11	3
6965_5	0	0	0	3	0	0	0	0	1	0
6965_6	0	0	2	9	0	5	1	0	1	0
6965_7	0	0	1	2	0	2	0	0	0	0
6965_8	0	0	4	9	0	1	0	0	0	0
6965_9	1	0	3	14	0	9	0	0	2	1
6965_10	0	0	0	0	0	0	0	0	1	0
6965_11	0	0	7	15	1	2	0	0	0	6
6965_12	0	0	3	19	0	3	0	0	10	1
6965_13	0	0	0	9	0	5	0	0	7	2
6965_14	1	0	1	6	0	0	0	0	6	0
6965_15	1	0	7	16	1	0	0	1	13	3
6965_16	0	0	0	5	0	2	0	0	3	0
6965_17	1	0	1	12	0	1	0	0	7	0
6965_18	7	0	1	26	0	12	0	0	20	3
6967_1	13	0	3	4	0	3	0	0	0	0
6967_2	11	0	5	12	0	0	0	1	0	2
6971_1	0	0	0	0	1	0	20	0	0	0
6971_2	0	0	0	0	5	0	30	0	0	0
6973_1	6	0	0	14	2	1	0	0	1	6
6976_1	0	0	0	1	0	1	0	0	0	0
6976_2	9	0	3	13	5	9	0	3	7	16
6994_1	0	241	35	23	188	84	239	0	0	11
6994_2	0	257	45	28	155	61	246	0	0	16
6994_3	0	173	34	21	130	55	190	0	0	10
6994_4	0	77	12	13	60	20	107	0	0	4
6994_5	0	231	37	29	178	63	237	0	0	15
6994_6	1	232	53	35	166	78	291	0	0	15
6994_7	0	333	67	45	245	91	357	0	0	12
6994_8	0	239	42	18	173	80	271	0	0	6
6994_9	0	203	29	27	137	42	229	0	0	12
11721_1	5	0	1	9	0	2	1	0	0	14
11721_2	3	0	0	5	0	0	0	0	0	5
11721_3	5	1	1	6	2	3	1	0	4	8
7001_1	1	0	0	4	0	0	0	0	0	0
7001_2	8	0	4	5	2	2	0	1	3	11
7006_1	0	0	0	0	0	0	0	0	30	0
7006_2	0	0	0	0	0	0	0	0	12	0
7006_3	0	0	0	0	0	0	0	0	8	0
7006_4	0	0	0	0	0	0	0	0	23	0
7016_1	0	6	0	0	13	13	0	8	0	0
7016_2	0	8	0	0	8	9	0	15	0	0
7016_3	1	0	0	0	10	13	0	8	0	0
7016_4	0	5	1	0	11	10	0	2	0	0
7016_5	0	8	0	0	19	18	5	8	0	0
