feature	1_RP_001	1_RP_002	1_RP_003	1_RP_004	1_RP_011	1_RP_012	1_RP_013	1_RP_014
438.072377@175.35[]	123058.6016	66271.6797	63144.5508	33142.4688	83423.8594	69495.9062	84378.7500	60978.3789
1001.656394@831.13[1]	261436.0000	226467.9062	176569.7031	137791.7969	89921.2812	116820.5000	81542.8828	79816.5000
243.087916@533.98[]	93799.8438	13936.8701	32113.9004	22194.9297	51566.6406	58848.5312	47398.8203	58046.2383
550.608090@56.38[]	42861.0898	33890.9297	34851.7695	34169.9688	33662.0000	29336.9199	34308.5312	36027.1602
530.830027@541.09[2]	502535.8125	204277.9062	143139.0000	173143.7969	191425.9062	211489.4062	261896.7031	181630.2031
109.101365@397.01[]	24445.4492	19972.7891	21240.3496	19785.2109	27391.6191	9745.4453	19642.8691	20706.3301
261.217709@52.91[]	544619.1875	381427.6875	190154.5938	179179.2031	136828.2969	260995.7969	102725.0000	129279.6016
330.245270@772.82[]	32502.3594	22974.1191	22442.3301	23648.9004	29914.2695	17565.7695	23862.8906	38747.1719
279.194761@825.47[]	41176.5898	35600.9492	33995.7500	31146.1699	24356.4004	39944.5586	36085.3711	39863.7891
130.050173@75.46[1]	164925.0938	215555.5938	178534.5000	193300.7031	140800.5938	171231.5000	161059.0000	169830.7031
372.738200@56.38[]	149352.7031	109654.5000	115343.2969	108595.7969	106541.2031	102635.8984	106203.6016	108129.2031
259.014418@204.59[]	34393.2188	26505.9199	34430.5195	29633.8809	22031.6191	22552.1797	20759.3203	24664.3594
540.366296@850.91[1]	119264.5000	112163.8984	130640.1016	90266.1094	89792.7969	105516.7969	100818.6016	27235.2598
448.071915@102.14[1]	138362.9062	68013.8438	70518.8672	51047.5000	84450.7734	56433.0312	69646.8281	57743.4297
216.063310@378.55[]	45195.5586	22222.4395	28492.5000	13544.5303	29930.9395	41523.0195	23854.6406	23224.3105
384.120887@73.19[]	31081.0000	20727.1094	19056.4199	18531.7207	26512.3398	13334.7803	23539.2891	18775.1699
163.075096@771.13[]	25032.6309	20190.8203	22448.6094	22578.7500	21778.0898	17648.6504	18761.7598	20609.6191
327.271479@859.83[]	50179.2812	89853.8516	130153.8984	60881.2891	92060.0781	103059.7969	101246.1016	105178.1016
395.163920@377.27[2]	97398.7500	14347.5801	43670.1289	25066.6094	56756.3281	95123.7266	79272.7266	17846.9492
221.036527@183.69[]	39949.9219	16858.1406	24202.7695	14708.5303	39485.8906	18233.0996	73836.2812	37251.9297
174.112239@428.07[]	38313.6719	30286.1602	32766.7109	30509.2500	390913.1875	36429.5391	44298.7305	132947.9062
474.288071@463.74[2]	325551.3125	70384.4297	110505.0000	116380.5000	131822.7969	181661.0000	202494.9062	141658.4062
127.038167@81.32[]	127951.8984	99261.8906	100702.0000	78472.0078	105488.3984	84212.7031	80183.7500	95092.3281
206.073812@262.68[]	215717.0000	115238.7969	117763.7031	103925.2031	134644.0000	133830.7031	160478.5938	142552.5938
254.175838@810.65[]	450930.1875	274971.9062	339541.5938	378398.3125	199347.2031	339544.0938	285906.0000	383382.8125
790.560831@822.79[1]	65559.3594	670227.3750	85436.4609	80483.4688	272248.6875	189425.0938	178893.5000	168705.0938
285.903023@56.26[]	39814.6797	37920.0312	32349.9609	23250.3008	18505.1406	29499.5098	15128.2803	16194.6396
568.342707@831.05[1]	12817700.0000	14370240.0000	11523400.0000	11059200.0000	10837760.0000	10198050.0000	9978571.0000	9594806.0000
260.185806@323.76[1]	291468.4062	171393.0938	189838.4062	257813.2969	127900.2031	184013.5000	136202.4062	217210.7969
304.014475@179.03[]	74983.0391	60638.9883	51385.2695	42018.4297	33377.8789	50445.9219	40828.4492	42858.9805
188.070497@495.46[]	74468.3516	21930.2207	28156.3398	25880.4609	31291.2500	28146.6797	27975.4199	44351.0781
388.306009@764.65[]	37265.9414	23328.6699	23643.6504	30875.6504	21105.8008	16231.2402	13205.0498	22034.0098
320.009350@329.50[1]	181687.0938	117269.5000	111136.3984	69469.1016	139837.0938	112770.2031	47126.6289	187220.0938
544.342350@832.49[]	27330560.0000	28772110.0000	26160940.0000	23463240.0000	29051940.0000	23699150.0000	25556200.0000	20314160.0000
1085.752961@898.69[1]	291513.6875	378797.9062	229682.4062	164029.2031	173751.7969	155874.5000	31700.2793	25671.1797
471.133508@79.96[]	51423.7383	25154.1094	23088.8906	20692.8906	14467.9297	12322.5098	16853.7598	14490.8896
540.272763@325.37[]	56224.1016	13085.3496	13551.4902	14420.1299	43219.9102	80458.4922	49986.9805	17284.2402
331.228077@804.50[]	41665.1992	25982.8301	16380.5195	28067.4395	38011.2188	78155.4688	54433.1719	38525.6484
133.032074@53.00[]	74153.8828	72038.3672	62204.6406	58173.6992	68498.9766	73154.9766	52064.7695	47602.3281
203.053555@49.90[1]	7447874.0000	6822155.0000	7415380.0000	6826233.0000	9531991.0000	7147178.0000	9259097.0000	8447330.0000
231.006263@642.83[]	115366.7031	99876.8828	70903.8438	50951.4883	54505.4219	41221.8203	60760.3398	59274.0508
163.030946@262.68[]	128595.0000	66847.3828	68496.9688	65159.1211	82834.1328	75021.7031	91849.0391	75408.8828
315.134313@769.69[1]	190077.2031	172196.9062	79688.1562	104255.7031	107318.7969	102512.6016	86137.9062	94011.9609
240.079173@81.45[1]	2554786.0000	976549.1875	1497119.0000	1137646.0000	3650258.0000	2040289.0000	6201537.0000	4565450.0000
272.794667@56.47[]	70073.6562	46818.8789	46532.9414	38615.3516	41095.9219	48886.1484	43895.9102	35246.8281
170.096871@537.33[1]	8334659.0000	5042114.0000	5290827.0000	4127452.0000	5705056.0000	5414183.0000	5322313.0000	5679183.0000
240.098735@275.15[1]	77299592.0000	44886740.0000	42137688.0000	42303140.0000	34993320.0000	42719968.0000	34609880.0000	38526832.0000
146.059782@384.95[]	69728.6328	33185.0586	88827.7734	46972.7695	39627.8516	55032.0312	27554.4004	49970.7305
118.065132@179.40[]	160249.0000	128814.2969	113792.8984	102861.7969	120469.0000	118549.5000	126228.7031	133407.4062
262.637200@198.97[2]	964523.6250	1015901.0000	1015928.0000	1235856.0000	990028.3125	997986.3750	1108463.0000	1160601.0000
155.013018@329.37[]	195096.9062	132549.7031	135235.2969	82573.7031	185726.5938	149380.7969	66105.4531	261922.0000
253.143165@807.39[1]	235898.5938	155838.0938	156067.7031	169642.7031	126483.2969	196341.9062	266115.6875	179533.2969
201.102935@493.23[]	66978.6719	29363.5801	25611.6602	19675.7402	28018.5098	27071.4707	24322.8594	44615.4297
333.167679@802.76[]	35678.5000	34503.4805	39723.7891	35591.8711	43637.2891	48598.3594	44836.3516	46663.3594
435.128685@307.74[]	68909.2188	44982.5117	29956.1504	34803.2500	31435.1895	33676.5391	24567.4609	30766.2207
414.321697@772.33[1]	82223.9297	44808.4219	67109.1875	63729.0781	38959.5312	30239.8008	25242.7598	46157.2109
269.210753@799.83[]	42330.0703	61002.0508	53842.4688	43480.6484	27692.0996	45031.4297	49746.6914	40445.1406
347.222282@774.48[]	72546.8672	22643.6191	27972.4004	27323.2695	19128.3906	30275.9199	14158.8301	22647.4902
162.055277@418.57[]	30959.9004	16872.9199	16470.4102	18435.1992	30561.0000	24835.0898	23522.7207	26129.7793
244.039393@445.16[1]	294840.0000	198834.4062	327571.1875	399691.5938	152522.5938	185592.2969	437012.0938	500606.6875
138.055612@370.79[]	28536.4707	20175.9297	17201.1191	19877.5996	18370.7793	17478.6895	15457.1699	23441.5195
101.023474@80.09[]	82920.1875	103566.2031	78589.8672	52395.0703	225709.7031	45953.4805	52500.6016	112951.6016
572.371437@854.46[1]	338213.9062	493035.6875	401563.4062	271328.9062	206054.2031	243125.5938	164393.4062	189338.2969
492.649264@56.42[]	34858.3711	40411.8984	39014.2617	39578.1992	36235.4805	33456.3398	35576.1094	37475.5000
120.081232@455.61[]	111343.5000	52313.7617	41405.0195	23108.2793	47571.8203	52882.3594	29714.0000	30747.8906
455.069484@101.85[1]	65512.0195	38966.9805	34075.3203	32898.8516	24482.1602	27661.0801	20480.6992	16943.2500
165.010163@262.73[]	37245.6992	16051.0596	17562.5391	17432.0391	21842.3105	21594.4805	24786.7598	22798.4707
229.098023@493.39[]	40507.1016	18175.3496	17449.8809	10400.4697	14674.8701	13729.8301	14837.9697	24748.3809
1047.735828@909.54[1]	12374860.0000	11400540.0000	3520946.0000	2995920.0000	2849356.0000	3583683.0000	3493413.0000	4797971.0000
187.057897@51.72[]	64177.7109	45359.4219	54470.4688	35193.6094	27873.5098	39004.1914	29382.0898	43318.9414
130.065382@477.58[]	539214.0000	368098.5938	361363.0938	276916.0000	366442.8125	304639.1875	315897.3125	515657.5000
188.070735@678.18[]	157143.2969	12339.9199	46945.6602	69957.4688	98849.7109	73116.1797	70229.7031	99696.6406
228.159542@795.41[]	184799.0938	84292.0625	122042.2969	145740.2031	110939.5000	151624.0000	85985.5078	177159.7969
314.779430@56.42[]	149885.2031	97743.5703	101442.0000	96173.1875	87574.1016	91919.1016	92531.2500	91675.6172
546.356846@843.15[1]	9266523.0000	10033310.0000	8697325.0000	8308834.0000	3848560.0000	3914056.0000	4490636.0000	2473945.0000
176.065503@73.48[]	459963.4062	332771.1875	383482.5000	400420.6875	281752.0938	354470.3125	329295.3125	304630.8125
547.219747@815.97[1]	126295.7031	117191.8984	111725.7031	90551.2031	59341.1992	28629.4004	33811.8086	31191.2207
1095.165750@744.79[2]	35557.1094	191717.9062	24587.5195	23732.3105	56954.9102	19529.6992	14713.7197	24233.2109
428.374092@804.83[1]	1254609.0000	705093.1875	408471.6875	402004.6875	819539.5000	430404.5000	423797.0000	803921.8125
1090.669582@745.12[2]	136770.5938	2562538.0000	238028.7031	93707.6797	531999.8125	133869.4062	106419.2031	154460.5938
182.190283@339.53[]	79147.3125	35522.0391	49362.4414	30530.5605	63591.2891	21408.8203	71769.2266	48260.7500
265.079541@128.19[]	109027.3984	73886.4922	39232.0898	41846.9609	239594.9062	101813.2031	175953.0000	78618.3672
473.318367@982.02[]	40830.1992	42591.5508	41468.0703	16961.4395	29731.4805	22991.0898	24592.8301	30099.9609
295.226810@842.49[]	10956.7305	8855.6748	13667.1797	11972.9902	11606.4902	14682.8203	14026.1104	15522.3604
184.058071@74.47[]	19422.6094	17366.1406	14959.2100	15100.3203	19536.8906	17617.1797	14970.2197	22561.4609
176.065422@53.74[]	34024.4219	19237.8594	21687.8105	13063.6396	16833.9707	19906.5703	12765.5400	11867.0400
243.019148@499.92[]	189297.0938	170235.2031	175944.0938	145906.7031	99119.7031	137044.9062	68703.3984	77912.2422
144.065839@258.56[]	69500.2812	34438.5000	31177.1094	18755.7402	44305.7188	39863.3281	36481.2891	32412.4297
214.028973@445.24[]	28693.5195	20512.5703	31639.9902	36703.9297	15819.0596	19108.5996	43130.1914	49466.5117
154.052515@83.60[]	135420.0000	98400.5000	31365.4707	30836.9609	142847.4062	58375.2500	79779.3516	32408.4004
386.290191@753.99[]	57985.5312	33055.3086	41807.0117	50139.3711	22574.2305	26499.4297	18638.1992	27841.1191
262.060753@81.41[1]	144510.7031	46799.1797	68081.9766	52408.3906	172359.5938	95658.3594	279069.0938	205501.4062
294.127499@748.71[1]	922968.1875	46263.3203	610928.1250	382326.4062	142769.4062	176722.4062	138928.7969	196412.0000
238.103440@275.36[]	134378704.0000	93693504.0000	92452272.0000	88176368.0000	75743528.0000	93253208.0000	73947312.0000	81289288.0000
338.232520@629.58[]	44585.2695	23715.1191	32170.1504	33393.6602	22761.9297	22075.5508	24215.2109	33189.0781
1111.673363@831.58[1]	4246362.0000	4240457.0000	2978852.0000	2605180.0000	2626020.0000	2239888.0000	2022686.0000	1917807.0000
333.144963@588.57[]	210110.7031	56662.6406	68075.3516	73963.4688	66121.4219	33993.1406	39735.0703	38728.1406
470.185864@389.91[1]	272737.3125	60291.1914	121798.2969	133703.5938	84345.5781	78793.5078	40467.5195	73084.0078
113.986154@329.42[]	136488.9062	97923.5391	95293.0469	65825.2578	139171.5938	109540.2031	55945.2695	174630.0938
276.076406@689.29[1]	487933.5000	89552.4297	210324.0938	343453.3125	318959.5938	459705.9062	281119.0938	269966.1875
844.591162@56.47[]	25790.8906	21377.2109	25186.6504	22175.3496	26734.0801	20405.2598	29041.8008	25708.1406
130.065320@493.39[]	90915.3125	48867.2891	49374.8906	36703.6719	49684.9297	47724.3516	50310.6797	82379.4297
534.296392@848.72[1]	97821.6719	98954.2031	128915.7969	95822.3281	138430.4062	145373.4062	142284.5000	143673.9062
104.052454@72.78[]	82747.5938	68326.7891	56680.5703	53594.7812	51243.2383	58952.8984	45245.9297	44205.8984
222.068827@208.51[1]	2239149.0000	371056.0000	591607.0000	295753.8125	1208422.0000	486610.9062	1742615.0000	1166144.0000
344.156573@79.92[]	221708.5000	109965.5000	246190.2031	115362.3984	21497.8203	23166.2109	28420.0605	24044.2402
69.069856@297.17[]	50394.3281	48159.6289	55701.9219	48638.0000	35312.6992	49640.5312	52368.0508	63117.4883
478.199011@810.61[]	38321.8086	35927.2109	21457.6895	17287.4004	17186.6895	21300.8496	13271.9502	10760.2100
820.868903@360.39[2]	1236389.0000	1993754.0000	679071.1875	380634.0938	1958130.0000	2670368.0000	1335234.0000	141861.0938
176.070683@547.73[1]	168030.0938	121512.7031	103506.5000	53509.3516	75566.4062	62221.2812	60357.6914	123989.0000
387.040591@81.74[]	27021.6309	23686.4297	24400.5508	18208.3809	27633.3809	19244.0703	20781.0605	21670.9102
386.137019@543.77[1]	637527.3750	232217.0938	261928.5938	99396.7500	361889.5000	255666.4062	418450.0938	281723.4062
172.040134@72.61[1]	69196.7969	56587.8281	53639.1484	47728.8984	46894.1719	55943.3594	42744.0117	50275.8203
437.930417@303.11[2]	97060.5703	18287.9395	76366.2188	60749.7891	55001.2305	70668.0625	72826.8516	30524.4199
1037.653948@839.88[1]	55353.3281	79235.6719	75564.7266	54495.3281	36559.0195	48734.9805	38177.9609	34291.5312
153.138665@53.12[]	57734.2695	77514.9688	80847.5234	89831.7969	57440.1094	78903.9766	67830.3828	87936.8203
97.064889@297.41[]	37745.1016	35122.3008	40584.8594	43376.2812	31966.8496	37121.4805	43399.2695	47939.0898
278.982804@329.37[1]	165291.7969	108679.6016	100663.2031	63442.4492	131674.0000	99572.7266	42428.4219	171344.5000
409.187939@179.23[1]	4287631.0000	2791543.0000	2100105.0000	1980366.0000	1644565.0000	1485896.0000	1619197.0000	2294830.0000
368.834578@57.91[]	94257.5391	45332.0781	40784.3984	30844.5898	23564.0000	31833.5801	20321.6309	19646.4902
157.122126@630.53[]	26065.5000	18762.8398	18825.2305	16305.7803	17060.7402	19104.2207	16493.6191	20730.0391
442.154653@376.08[]	45781.7695	130201.3984	61808.5781	35674.2109	25666.1504	24226.4102	15363.5996	31513.2500
482.324309@825.22[1]	36738.8086	425291.0938	276702.6875	207346.9062	136572.7031	149022.4062	111599.0000	89861.0625
209.056450@576.18[1]	34648.2383	55198.1484	39653.4883	17210.9707	24208.4805	22485.1191	38302.4805	22142.8203
227.200400@819.48[]	18031.9707	15219.8799	15037.1699	19632.9004	19963.9707	17232.0605	21399.8105	38901.8008
179.063997@395.65[]	98602.5391	142851.4062	162864.7031	28477.9609	48971.2891	122289.8984	32351.4902	51595.7812
500.275553@830.76[]	35736.7500	47985.1211	72202.6094	55358.7695	44033.0586	73620.7891	56048.7812	55873.6914
373.273757@787.85[1]	1192404.0000	33666.1094	76049.4375	42153.1211	39289.7109	139908.5938	41997.7188	31719.2695
243.019279@542.74[]	230513.2031	209775.4062	184808.2031	169136.5938	112147.2031	135827.0938	76603.7109	89457.6406
521.345283@835.09[1]	19968260.0000	21450880.0000	22785390.0000	22072800.0000	16229210.0000	18762590.0000	17198000.0000	16422690.0000
254.094542@160.90[1]	3690829.0000	1687708.0000	1931899.0000	1509922.0000	2798787.0000	3132043.0000	4255179.0000	2934076.0000
261.011538@70.84[]	272024.0938	161197.2031	177135.0938	128891.6016	235028.9062	143399.0000	207094.5000	186080.2031
188.071554@179.31[1]	34288460.0000	25727220.0000	23707750.0000	20790760.0000	23009820.0000	24168300.0000	23785860.0000	25589240.0000
305.247680@897.03[1]	41970.2500	59090.1406	40785.5312	27655.5293	36109.0781	49324.9883	35496.2891	32656.6504
312.873175@58.24[]	68232.7969	35401.3086	30769.9395	21597.1504	18754.7891	22046.6406	16049.6104	13085.1904
140.068744@50.07[1]	768687.6875	1555529.0000	1824087.0000	2610809.0000	3763994.0000	2133041.0000	3658272.0000	3117897.0000
86.096340@53.25[]	101192.1016	88050.5703	109344.5000	67574.5078	90867.3516	89251.9609	73448.7891	43481.3711
133.051425@642.38[]	164714.2031	120108.2031	71101.4688	61633.0586	67382.4609	45666.7109	67605.9609	63632.4688
318.191325@251.49[]	67006.6172	21553.9395	44785.6484	45022.8789	38488.1992	32429.6992	28715.9004	50879.1406
276.975706@794.21[]	27782.1191	27456.4805	20126.4707	29443.9902	20002.8809	36496.2617	23377.3008	23468.0801
111.044354@167.17[]	155876.2031	129219.3984	90670.6016	151121.9062	33415.8789	26331.1992	30386.5391	33255.9805
155.106895@788.76[]	100290.8984	82669.4062	87101.8672	99389.7500	108610.7969	86971.8984	71799.3516	119615.2969
429.299826@813.29[1]	35819.5312	15117.0898	23390.9805	19858.3691	46107.4492	54044.1797	45936.4883	41602.1484
248.167972@578.37[1]	175091.2031	66836.5234	90337.0703	117231.8984	243170.7969	140928.0000	136999.2969	379338.4062
137.046039@80.04[]	2245817.0000	1602374.0000	1513179.0000	1325233.0000	393821.0000	691946.0000	642172.1875	481302.0000
213.147801@725.91[]	45743.3086	42254.9609	45085.8906	52837.3789	51031.1797	49444.7812	48798.2305	54417.3516
798.416168@56.47[]	22924.1191	23197.6797	24475.3008	21378.8008	23457.1992	25494.7793	24337.4004	21188.6094
188.070807@405.97[]	113924.8984	10794.2998	33445.6602	28459.1094	39726.3008	29392.0391	30637.6602	51720.1406
252.078648@51.72[]	33608.0391	50945.6484	27161.7598	38986.1289	38732.0898	28817.6797	39643.1484	32294.6895
644.490802@879.03[]	27134.5801	35007.6719	43797.3086	29422.5508	20137.2500	12986.7695	11075.7598	139526.2031
420.425889@360.43[2]	131991.2969	213417.4062	90510.7031	55646.9102	262872.0000	338991.6875	189807.2969	28911.4609
239.159584@795.45[1]	410732.1875	236306.7969	227635.4062	174579.2031	195201.5000	137039.5938	155135.7031	148251.7969
327.008287@815.81[]	48417.9805	53030.8906	60675.9492	54423.1484	53228.4414	50330.3398	54862.0000	55557.1602
258.817729@58.00[]	286346.0938	99645.6406	96812.3906	91990.5312	93034.0703	88315.1172	86580.2812	85891.1016
305.157286@281.02[]	88979.4375	98820.1484	37311.5586	30927.0195	104463.3984	67240.2109	58347.6016	159837.0000
191.142958@819.69[]	13944.1104	15508.8896	14264.1201	11895.4600	15324.2998	16452.4297	16768.2598	17254.3203
245.186234@214.74[]	111577.6016	102236.2031	48086.6289	44563.2188	33129.6094	54339.8398	37602.8594	33685.6094
786.599545@825.97[1]	230027.0000	163297.5000	114701.1016	379475.8125	6599597.0000	6659525.0000	10065780.0000	11772000.0000
306.030083@378.68[]	26864.6406	20375.1699	22137.2402	10754.2803	20443.0000	26321.0801	17364.9199	16519.9199
318.773717@56.01[]	56515.7891	21503.1699	22259.3496	21103.4902	19660.1191	19815.4102	21032.4297	19741.8398
136.048012@56.84[]	59121.6797	53448.2812	43237.4297	50149.6094	121429.5000	59046.0117	61788.5195	79741.4375
468.389824@883.28[]	34957.2695	59175.8008	75111.6484	30745.5508	13057.2695	15643.3496	13121.0400	193265.5000
775.060612@677.56[3]	391016.4062	26896.8691	74578.8672	66302.9219	141332.5000	64143.7500	108638.8984	98753.5234
393.287852@818.58[1]	10097160.0000	8693179.0000	8819308.0000	7034188.0000	8166863.0000	21832310.0000	8365628.0000	7527823.0000
246.242823@596.17[1]	250212.0000	240865.2031	241007.0938	246834.0000	254950.2031	268388.0938	242772.0000	255978.4062
258.071141@170.40[]	34038.7812	18165.3203	13440.9502	26384.0801	21527.6992	25936.4902	52407.1094	56335.0703
502.291302@850.58[]	17614.9805	27671.4492	28004.6504	15750.7002	29094.0801	33662.0312	29008.3398	24601.3105
232.154809@90.12[1]	2774641.0000	2449945.0000	1983466.0000	2364110.0000	2136343.0000	1953544.0000	1558380.0000	2374823.0000
194.081299@378.51[1]	590315.8750	331603.0938	379220.0000	170252.7031	320350.8125	437287.0000	255965.7969	224472.2969
508.376268@875.85[1]	477552.0000	749093.6250	510825.9062	139379.4062	202594.7969	276754.3125	174636.4062	174418.2031
560.067095@179.77[1]	54659.5000	63550.9414	81413.7578	92829.2031	74566.6094	44154.3906	60644.7188	92725.1094
