feature	1_RP_001	1_RP_002	1_RP_003	1_RP_004	1_RP_011	1_RP_012	1_RP_013	1_RP_014
1091.513695@772.05[1]	NA	94271.6016	NA	NA	NA	NA	NA	NA
586.328412@863.85[]	NA	11945.7500	NA	NA	NA	NA	NA	NA
494.354982@877.05[]	NA	15564.2402	NA	NA	NA	NA	NA	NA
145.929885@752.56[]	NA	114782.2969	NA	NA	NA	NA	NA	NA
798.597725@765.77[]	NA	154268.0000	NA	NA	NA	NA	NA	NA
1081.538054@743.98[2]	NA	21031.4199	NA	NA	NA	NA	NA	NA
1080.028597@771.06[]	NA	17901.4492	NA	NA	NA	NA	NA	NA
254.823529@70.66[]	NA	98405.9219	NA	NA	NA	NA	NA	NA
880.031219@742.33[]	NA	27520.1602	NA	NA	NA	NA	NA	NA
392.762672@760.16[2]	NA	39641.1797	NA	NA	NA	NA	NA	NA
860.585706@667.70[2]	NA	29964.1895	NA	NA	NA	NA	NA	NA
1039.180934@732.75[3]	NA	10770.4404	NA	NA	NA	NA	NA	NA
720.806895@676.94[]	NA	46613.3711	NA	NA	NA	NA	NA	NA
1038.398868@748.93[2]	NA	55022.8516	NA	NA	NA	NA	NA	NA
880.626674@741.01[]	NA	19493.2207	NA	NA	NA	NA	NA	NA
208.943665@756.86[]	NA	98224.5000	NA	NA	NA	NA	NA	NA
332.207430@759.17[]	NA	16993.7891	NA	NA	NA	NA	NA	NA
798.756148@743.98[]	NA	16924.9805	NA	NA	NA	NA	NA	NA
994.471436@747.61[3]	NA	11140.1904	NA	NA	NA	NA	NA	NA
1000.725858@689.49[]	NA	16856.8105	NA	NA	NA	NA	NA	NA
195.002809@71.99[]	NA	28589.3594	NA	NA	NA	NA	NA	NA
1077.686156@838.42[]	NA	18578.1309	NA	NA	NA	NA	NA	NA
445.368164@933.85[]	NA	19697.4902	NA	NA	NA	NA	NA	NA
101.964488@759.50[]	NA	109106.1016	NA	NA	NA	NA	NA	NA
514.283381@696.10[]	NA	59972.9102	NA	NA	NA	NA	NA	NA
688.089062@676.61[]	NA	32768.1914	NA	NA	NA	NA	NA	NA
714.900707@687.51[3]	NA	33126.7812	NA	NA	NA	NA	NA	NA
797.123233@744.64[]	NA	13014.7100	NA	NA	NA	NA	NA	NA
1080.527609@740.67[]	NA	17485.2598	NA	NA	NA	NA	NA	NA
990.242525@667.70[]	NA	16423.2891	NA	NA	NA	NA	NA	NA
361.098224@786.24[]	NA	9929.1582	NA	NA	NA	NA	NA	NA
796.786212@678.59[]	NA	23880.9805	NA	NA	NA	NA	NA	NA
871.730398@741.67[2]	NA	66819.4922	NA	NA	NA	NA	NA	NA
301.184733@783.27[]	NA	16713.8203	NA	NA	NA	NA	NA	NA
653.073757@687.84[]	NA	21119.8906	NA	NA	NA	NA	NA	NA
917.131117@942.44[2]	NA	19657.9102	NA	NA	NA	NA	NA	NA
1000.265450@664.40[]	NA	21212.2207	NA	NA	NA	NA	NA	NA
971.036387@740.35[]	NA	125622.6016	NA	NA	NA	NA	NA	NA
984.794090@738.36[]	NA	21035.4199	NA	NA	NA	NA	NA	NA
323.073651@767.75[2]	NA	106319.5000	NA	NA	NA	NA	NA	NA
284.112831@768.74[]	NA	40836.1016	NA	NA	NA	NA	NA	NA
195.912754@755.87[]	NA	37556.1289	NA	NA	NA	NA	NA	NA
880.824772@740.67[]	NA	15734.3701	NA	NA	NA	NA	NA	NA
846.066618@732.42[]	NA	23990.4609	NA	NA	NA	NA	NA	NA
239.097714@485.42[]	NA	27391.5898	NA	NA	NA	NA	NA	NA
1118.904357@747.94[2]	NA	35905.2383	NA	NA	NA	NA	NA	NA
158.002710@753.55[]	NA	55138.7188	NA	NA	NA	NA	NA	NA
97.101371@725.82[]	NA	34010.0391	NA	NA	NA	NA	NA	NA
750.797146@687.84[]	NA	57572.2188	NA	NA	NA	NA	NA	NA
831.991235@683.88[]	NA	17129.7207	NA	NA	NA	NA	NA	NA
790.539363@1017.40[1]	NA	66135.2188	NA	NA	NA	NA	NA	NA
1022.724442@851.96[]	NA	22763.1309	NA	NA	NA	NA	NA	NA
396.224224@774.69[]	NA	120774.2031	NA	NA	NA	NA	NA	NA
932.572397@732.75[]	NA	14074.9502	NA	NA	NA	NA	NA	NA
1110.397755@738.36[]	NA	19018.5703	NA	NA	NA	NA	NA	NA
278.161351@784.59[]	NA	27347.0000	NA	NA	NA	NA	NA	NA
770.602261@981.73[1]	NA	238807.2969	NA	NA	NA	NA	NA	NA
658.377043@817.61[]	NA	12380.1201	NA	NA	NA	NA	NA	NA
795.129163@742.66[]	NA	28765.7402	NA	NA	NA	NA	NA	NA
439.102786@576.56[]	NA	14018.6904	NA	NA	NA	NA	NA	NA
949.255416@743.32[3]	NA	19917.9805	NA	NA	NA	NA	NA	NA
69.454497@744.64[]	NA	24241.4707	NA	NA	NA	NA	NA	NA
478.297537@805.07[]	NA	46135.9883	NA	NA	NA	NA	NA	NA
926.479708@727.47[]	NA	12546.0000	NA	NA	NA	NA	NA	NA
152.050140@744.64[]	NA	18121.6406	NA	NA	NA	NA	NA	NA
874.136799@742.00[2]	NA	37897.3789	NA	NA	NA	NA	NA	NA
881.022579@740.35[]	NA	17536.1309	NA	NA	NA	NA	NA	NA
257.095756@126.48[]	NA	35062.9609	NA	NA	NA	NA	NA	NA
935.664382@732.75[]	NA	15828.8701	NA	NA	NA	NA	NA	NA
334.145898@577.55[]	NA	18132.8301	NA	NA	NA	NA	NA	NA
770.191605@668.03[]	NA	10794.8398	NA	NA	NA	NA	NA	NA
259.616260@772.71[2]	NA	60668.5898	NA	NA	NA	NA	NA	NA
793.944621@744.31[1]	NA	13362.7695	NA	NA	NA	NA	NA	NA
149.955424@781.29[]	NA	46671.9688	NA	NA	NA	NA	NA	NA
341.128986@813.65[]	NA	10629.5400	NA	NA	NA	NA	NA	NA
787.859448@726.81[]	NA	10838.1602	NA	NA	NA	NA	NA	NA
393.228315@757.85[]	NA	51068.4297	NA	NA	NA	NA	NA	NA
1117.635967@820.59[]	NA	11256.7100	NA	NA	NA	NA	NA	NA
397.185217@754.87[]	NA	39119.8516	NA	NA	NA	NA	NA	NA
890.054508@676.94[]	NA	41762.6719	NA	NA	NA	NA	NA	NA
583.255374@992.30[]	NA	22156.4707	NA	NA	NA	NA	NA	NA
1110.915575@745.30[2]	NA	26914.6602	NA	NA	NA	NA	NA	NA
797.479989@741.01[]	NA	14253.7900	NA	NA	NA	NA	NA	NA
167.013018@755.53[]	NA	71265.1484	NA	NA	NA	NA	NA	NA
983.381218@667.37[]	NA	29037.5508	NA	NA	NA	NA	NA	NA
776.401890@738.36[]	NA	11215.0898	NA	NA	NA	NA	NA	NA
236.938952@754.87[]	NA	129679.7031	NA	NA	NA	NA	NA	NA
742.841475@695.77[]	NA	11216.7900	NA	NA	NA	NA	NA	NA
750.698199@688.17[3]	NA	55515.5586	NA	NA	NA	NA	NA	NA
1079.162519@738.69[]	NA	11195.1904	NA	NA	NA	NA	NA	NA
1082.406005@737.70[3]	NA	12576.9697	NA	NA	NA	NA	NA	NA
923.467242@748.27[]	NA	29800.1504	NA	NA	NA	NA	NA	NA
874.033592@740.67[]	NA	33762.1289	NA	NA	NA	NA	NA	NA
700.188534@664.40[]	NA	24600.2207	NA	NA	NA	NA	NA	NA
810.598604@759.50[1]	NA	84348.8281	NA	NA	NA	NA	NA	NA
1040.521328@738.03[]	NA	18435.9102	NA	NA	NA	NA	NA	NA
329.157761@777.66[]	NA	30741.1094	NA	NA	NA	NA	NA	NA
1045.387777@748.93[2]	NA	77908.3281	NA	NA	NA	NA	NA	NA
149.955941@752.89[]	NA	99640.4688	NA	NA	NA	NA	NA	NA
833.997176@687.84[3]	NA	54783.2891	NA	NA	NA	NA	NA	NA
715.044740@687.84[]	NA	51820.2812	NA	NA	NA	NA	NA	NA
792.756949@742.00[]	NA	13379.3203	NA	NA	NA	NA	NA	NA
69.501756@744.31[]	NA	18755.0000	NA	NA	NA	NA	NA	NA
1125.644287@748.27[]	NA	10619.7803	NA	NA	NA	NA	NA	NA
683.179231@667.04[2]	NA	24274.9902	NA	NA	NA	NA	NA	NA
882.819541@687.84[]	NA	19917.1504	NA	NA	NA	NA	NA	NA
983.579975@741.67[]	NA	11933.2998	NA	NA	NA	NA	NA	NA
877.828582@745.30[2]	NA	35165.1914	NA	NA	NA	NA	NA	NA
1044.140403@748.60[2]	NA	36209.5117	NA	NA	NA	NA	NA	NA
949.144034@743.32[3]	NA	18766.6191	NA	NA	NA	NA	NA	NA
849.828407@360.93[]	NA	11767.9297	NA	NA	NA	NA	NA	NA
625.813393@688.17[]	NA	16495.4102	NA	NA	NA	NA	NA	NA
750.896309@687.84[]	NA	45759.2305	NA	NA	NA	NA	NA	NA
164.992880@81.90[]	NA	10155.4502	NA	NA	NA	NA	NA	NA
879.528602@741.34[1]	NA	26863.4102	NA	NA	NA	NA	NA	NA
592.227311@768.08[1]	NA	92083.5781	NA	NA	NA	NA	NA	NA
404.685885@56.14[]	NA	10713.2803	NA	NA	NA	NA	NA	NA
117.933687@436.88[]	NA	156731.4062	NA	NA	NA	NA	NA	NA
1081.664077@744.64[2]	NA	23578.6504	NA	NA	NA	NA	NA	NA
938.244349@687.84[]	NA	24491.8203	NA	NA	NA	NA	NA	NA
322.075624@767.75[]	NA	52229.5703	NA	NA	NA	NA	NA	NA
1050.564028@771.38[2]	NA	34860.1289	NA	NA	NA	NA	NA	NA
989.656035@840.07[]	NA	10627.2598	NA	NA	NA	NA	NA	NA
1189.738820@747.94[1]	NA	16426.4102	NA	NA	NA	NA	NA	NA
69.406744@744.64[]	NA	29736.7891	NA	NA	NA	NA	NA	NA
830.575544@952.67[]	NA	25792.0898	NA	NA	NA	NA	NA	NA
413.179331@750.91[]	NA	33763.3984	NA	NA	NA	NA	NA	NA
601.269252@791.86[1]	NA	39758.3906	NA	NA	NA	NA	NA	NA
511.319856@808.70[]	NA	20933.4395	NA	NA	NA	NA	NA	NA
611.230933@772.71[]	NA	48677.8711	NA	NA	NA	NA	NA	NA
846.341993@738.36[]	NA	16760.8398	NA	NA	NA	NA	NA	NA
450.415635@985.36[]	NA	15780.9502	NA	NA	NA	NA	NA	NA
170.022548@271.77[]	NA	11547.3398	NA	NA	NA	NA	NA	NA
1078.025258@771.06[2]	NA	22721.8906	NA	NA	NA	NA	NA	NA
989.242672@739.35[]	NA	7102.6982	NA	NA	NA	NA	NA	NA
846.527612@738.03[]	NA	27268.0000	NA	NA	NA	NA	NA	NA
561.804090@837.43[]	NA	16036.4697	NA	NA	NA	NA	NA	NA
1168.710953@738.03[]	NA	10718.6104	NA	NA	NA	NA	NA	NA
814.561436@871.11[]	NA	218977.7031	NA	NA	NA	NA	NA	NA
795.400684@742.66[]	NA	18688.1406	NA	NA	NA	NA	NA	NA
875.528788@740.35[2]	NA	30197.7305	NA	NA	NA	NA	NA	NA
613.246785@772.71[1]	NA	117739.5000	NA	NA	NA	NA	NA	NA
688.133575@676.61[]	NA	29981.9492	NA	NA	NA	NA	NA	NA
882.221953@741.67[2]	NA	21243.8809	NA	NA	NA	NA	NA	NA
97.064915@414.42[]	NA	55355.8516	NA	NA	NA	NA	NA	NA
166.056276@51.84[]	NA	18423.9707	NA	NA	NA	NA	NA	NA
1196.157585@748.93[]	NA	13317.5801	NA	NA	NA	NA	NA	NA
682.242817@798.79[]	NA	12064.2402	NA	NA	NA	NA	NA	NA
884.219212@738.36[]	NA	9110.0410	NA	NA	NA	NA	NA	NA
123.079571@435.23[]	NA	21243.1504	NA	NA	NA	NA	NA	NA
676.502522@904.46[]	NA	12915.4297	NA	NA	NA	NA	NA	NA
601.268944@785.91[]	NA	21225.3691	NA	NA	NA	NA	NA	NA
1107.901087@738.36[]	NA	37384.5195	NA	NA	NA	NA	NA	NA
1135.670608@835.78[1]	NA	12939.9502	NA	NA	NA	NA	NA	NA
167.014033@206.39[]	NA	24305.9707	NA	NA	NA	NA	NA	NA
792.918041@771.38[2]	NA	36044.6797	NA	NA	NA	NA	NA	NA
860.335506@668.03[2]	NA	14057.6797	NA	NA	NA	NA	NA	NA
1083.030369@738.36[]	NA	14668.5703	NA	NA	NA	NA	NA	NA
794.031826@739.68[]	NA	8757.6074	NA	NA	NA	NA	NA	NA
192.042398@48.87[]	NA	14200.7598	NA	NA	NA	NA	NA	NA
219.995224@220.92[]	NA	149821.0938	NA	NA	NA	NA	NA	NA
550.313683@571.27[]	NA	18863.4102	NA	NA	NA	NA	NA	NA
756.846643@677.27[]	NA	43753.7695	NA	NA	NA	NA	NA	NA
1101.634105@815.63[]	NA	134672.2031	NA	NA	NA	NA	NA	NA
881.925994@746.95[]	NA	20913.8691	NA	NA	NA	NA	NA	NA
720.711519@676.94[]	NA	45502.7383	NA	NA	NA	NA	NA	NA
301.119758@792.19[]	NA	12696.5498	NA	NA	NA	NA	NA	NA
1192.446589@749.26[]	NA	45408.6211	NA	NA	NA	NA	NA	NA
508.411519@814.31[]	NA	46375.0000	NA	NA	NA	NA	NA	NA
81.937585@752.89[]	NA	32346.6191	NA	NA	NA	NA	NA	NA
796.470873@676.94[]	NA	56471.5586	NA	NA	NA	NA	NA	NA
935.564917@732.42[]	NA	15800.2402	NA	NA	NA	NA	NA	NA
551.169637@641.61[]	NA	18235.3008	NA	NA	NA	NA	NA	NA
838.559705@982.06[]	NA	63903.3203	NA	NA	NA	NA	NA	NA
883.171345@688.17[]	NA	34716.6016	NA	NA	NA	NA	NA	NA
648.245215@808.37[]	NA	52250.7383	NA	NA	NA	NA	NA	NA
775.597177@937.81[]	NA	246694.7969	NA	NA	NA	NA	NA	NA
122.963972@754.21[]	NA	85522.2188	NA	NA	NA	NA	NA	NA
435.241208@766.43[]	NA	24214.9902	NA	NA	NA	NA	NA	NA
582.425314@903.80[]	NA	32715.0098	NA	NA	NA	NA	NA	NA
332.079427@765.11[]	NA	37159.1719	NA	NA	NA	NA	NA	NA
284.034853@655.48[]	NA	10904.4404	NA	NA	NA	NA	NA	NA
883.346801@687.84[]	NA	19082.1406	NA	NA	NA	NA	NA	NA
750.438152@726.81[]	NA	9003.6523	NA	NA	NA	NA	NA	NA
272.258193@858.23[]	NA	10415.0400	NA	NA	NA	NA	NA	NA
1110.524701@738.36[2]	NA	21513.0391	NA	NA	NA	NA	NA	NA
335.221911@765.77[]	NA	157542.5938	NA	NA	NA	NA	NA	NA
880.726336@741.67[1]	NA	22704.5195	NA	NA	NA	NA	NA	NA
154.967309@756.19[]	NA	39432.1719	NA	NA	NA	NA	NA	NA
478.262981@790.21[]	NA	48741.5000	NA	NA	NA	NA	NA	NA
944.707968@896.21[]	NA	24006.3809	NA	NA	NA	NA	NA	NA
1050.382208@749.59[]	NA	13474.7598	NA	NA	NA	NA	NA	NA
1004.701227@991.97[]	NA	38673.3516	NA	NA	NA	NA	NA	NA
1085.006135@771.38[1]	NA	27638.2695	NA	NA	NA	NA	NA	NA
1033.077579@732.75[3]	NA	14532.1396	NA	NA	NA	NA	NA	NA
988.129197@737.70[]	NA	20741.5293	NA	NA	NA	NA	NA	NA
1039.403413@732.75[3]	NA	15674.3799	NA	NA	NA	NA	NA	NA
1040.185938@738.03[]	NA	12973.1797	NA	NA	NA	NA	NA	NA
948.026215@740.01[3]	NA	14486.3096	NA	NA	NA	NA	NA	NA
1041.519949@748.60[]	NA	22595.9609	NA	NA	NA	NA	NA	NA
796.626708@677.27[]	NA	40880.5391	NA	NA	NA	NA	NA	NA
1046.768466@985.70[]	NA	57701.0898	NA	NA	NA	NA	NA	NA
658.478976@926.26[]	NA	12948.2305	NA	NA	NA	NA	NA	NA
515.314801@817.28[]	NA	71839.2031	NA	NA	NA	NA	NA	NA
492.377170@877.05[]	NA	15319.5898	NA	NA	NA	NA	NA	NA
1115.647631@739.02[]	NA	25507.3398	NA	NA	NA	NA	NA	NA
1168.953907@732.42[2]	NA	9835.3770	NA	NA	NA	NA	NA	NA
832.614895@956.31[]	NA	42690.8789	NA	NA	NA	NA	NA	NA
1036.305119@732.42[]	NA	10652.7500	NA	NA	NA	NA	NA	NA
621.346770@668.36[]	NA	16308.3203	NA	NA	NA	NA	NA	NA
1125.770060@748.93[]	NA	9840.1602	NA	NA	NA	NA	NA	NA
1082.529770@738.03[]	NA	10969.2695	NA	NA	NA	NA	NA	NA
586.438118@1019.05[]	NA	14946.5400	NA	NA	NA	NA	NA	NA
536.235051@769.07[]	NA	32850.7188	NA	NA	NA	NA	NA	NA
890.173189@677.27[]	NA	33433.3711	NA	NA	NA	NA	NA	NA
977.811215@742.33[]	NA	46844.5195	NA	NA	NA	NA	NA	NA
1050.259081@749.26[]	NA	12035.1699	NA	NA	NA	NA	NA	NA
932.367910@732.42[]	NA	12247.7998	NA	NA	NA	NA	NA	NA
658.132288@677.27[]	NA	25767.4805	NA	NA	NA	NA	NA	NA
1043.392198@748.93[2]	NA	25988.6895	NA	NA	NA	NA	NA	NA
143.996482@756.19[]	NA	84904.8516	NA	NA	NA	NA	NA	NA
795.310836@742.99[]	NA	21706.7207	NA	NA	NA	NA	NA	NA
700.489060@663.40[]	NA	17819.8594	NA	NA	NA	NA	NA	NA
188.083369@805.07[]	NA	11353.5098	NA	NA	NA	NA	NA	NA
82.944871@49.53[]	NA	79049.2891	NA	NA	NA	NA	NA	NA
990.030515@500.28[]	NA	10216.2197	NA	NA	NA	NA	NA	NA
225.091891@567.64[]	NA	21115.0801	NA	NA	NA	NA	NA	NA
798.666079@742.99[]	NA	16908.5195	NA	NA	NA	NA	NA	NA
1072.734943@829.17[]	NA	7133.6157	NA	NA	NA	NA	NA	NA
700.088468@664.07[]	NA	17046.5605	NA	NA	NA	NA	NA	NA
119.089550@271.44[]	NA	15823.3799	NA	NA	NA	NA	NA	NA
803.539912@981.73[]	NA	263192.8125	NA	NA	NA	NA	NA	NA
225.109692@305.45[]	NA	52773.8398	NA	NA	NA	NA	NA	NA
1000.408482@664.07[]	NA	13267.6104	NA	NA	NA	NA	NA	NA
798.586161@743.98[]	NA	18202.8203	NA	NA	NA	NA	NA	NA
940.684102@934.18[]	NA	45218.6289	NA	NA	NA	NA	NA	NA
283.019377@78.59[]	NA	9515.1992	NA	NA	NA	NA	NA	NA
274.166933@657.46[]	NA	12541.8701	NA	NA	NA	NA	NA	NA
1113.501634@772.05[1]	NA	37699.5312	NA	NA	NA	NA	NA	NA
872.436421@744.31[2]	NA	29889.9707	NA	NA	NA	NA	NA	NA
317.150555@748.60[]	NA	16008.5703	NA	NA	NA	NA	NA	NA
345.138722@193.18[]	NA	9382.2910	NA	NA	NA	NA	NA	NA
1076.413273@742.99[2]	NA	21745.7305	NA	NA	NA	NA	NA	NA
607.253810@992.30[]	NA	10421.6201	NA	NA	NA	NA	NA	NA
1080.493878@677.60[]	NA	14974.9697	NA	NA	NA	NA	NA	NA
756.744769@677.27[]	NA	53123.4609	NA	NA	NA	NA	NA	NA
186.956341@756.86[1]	NA	630848.8750	NA	NA	NA	NA	NA	NA
638.202878@764.78[]	NA	23960.1094	NA	NA	NA	NA	NA	NA
825.322744@694.77[]	NA	14005.0400	NA	NA	NA	NA	NA	NA
1067.658536@743.98[2]	NA	26967.0098	NA	NA	NA	NA	NA	NA
882.937281@687.51[]	NA	35933.6992	NA	NA	NA	NA	NA	NA
132.003509@754.21[]	NA	117219.3984	NA	NA	NA	NA	NA	NA
932.877099@732.42[]	NA	16031.0996	NA	NA	NA	NA	NA	NA
682.494743@688.50[3]	NA	39643.4297	NA	NA	NA	NA	NA	NA
272.258249@795.16[]	NA	9776.4150	NA	NA	NA	NA	NA	NA
206.940586@89.82[]	NA	30001.9707	NA	NA	NA	NA	NA	NA
258.145030@743.65[]	NA	23762.8691	NA	NA	NA	NA	NA	NA
191.059942@302.15[]	NA	16322.2402	NA	NA	NA	NA	NA	NA
253.631725@817.61[]	NA	14450.4502	NA	NA	NA	NA	NA	NA
263.132939@768.74[]	NA	47495.5703	NA	NA	NA	NA	NA	NA
1067.910879@743.65[2]	NA	56759.8203	NA	NA	NA	NA	NA	NA
1116.775492@747.94[2]	NA	19050.5996	NA	NA	NA	NA	NA	NA
1080.525581@772.05[1]	NA	25030.1191	NA	NA	NA	NA	NA	NA
1067.531143@743.65[]	NA	24941.9004	NA	NA	NA	NA	NA	NA
364.342576@921.63[]	NA	11369.2100	NA	NA	NA	NA	NA	NA
945.619846@677.27[]	NA	28081.5098	NA	NA	NA	NA	NA	NA
575.788885@819.27[1]	NA	15360.1504	NA	NA	NA	NA	NA	NA
775.563034@732.42[]	NA	10896.6396	NA	NA	NA	NA	NA	NA
874.339745@742.66[2]	NA	90484.0938	NA	NA	NA	NA	NA	NA
503.409638@893.56[]	NA	18443.7695	NA	NA	NA	NA	NA	NA
953.667064@982.39[]	NA	47231.6914	NA	NA	NA	NA	NA	NA
542.402832@955.32[3]	NA	19525.0000	NA	NA	NA	NA	NA	NA
419.244024@815.63[]	NA	18036.3008	NA	NA	NA	NA	NA	NA
978.802212@740.01[3]	NA	33386.2617	NA	NA	NA	NA	NA	NA
940.157739@904.13[2]	NA	15779.1396	NA	NA	NA	NA	NA	NA
876.236384@742.00[2]	NA	24094.3809	NA	NA	NA	NA	NA	NA
1052.128187@748.93[]	NA	17900.7598	NA	NA	NA	NA	NA	NA
1087.284940@741.34[]	NA	19269.5605	NA	NA	NA	NA	NA	NA
985.575603@740.01[]	NA	22797.1797	NA	NA	NA	NA	NA	NA
914.332588@56.14[]	NA	10724.8203	NA	NA	NA	NA	NA	NA
922.725489@826.20[]	NA	56998.9219	NA	NA	NA	NA	NA	NA
883.053945@688.17[]	NA	46155.1211	NA	NA	NA	NA	NA	NA
1117.533608@747.61[]	NA	19554.1406	NA	NA	NA	NA	NA	NA
1107.023828@738.36[2]	NA	28416.4395	NA	NA	NA	NA	NA	NA
750.598558@687.51[3]	NA	43506.9414	NA	NA	NA	NA	NA	NA
553.215190@755.20[]	NA	69563.0000	NA	NA	NA	NA	NA	NA
621.528595@668.36[]	NA	12802.8203	NA	NA	NA	NA	NA	NA
796.585158@879.70[]	NA	295180.5938	NA	NA	NA	NA	NA	NA
546.284098@850.31[]	NA	34164.8398	NA	NA	NA	NA	NA	NA
225.911799@754.87[]	NA	43114.3984	NA	NA	NA	NA	NA	NA
765.187799@668.36[]	NA	17430.4297	NA	NA	NA	NA	NA	NA
756.589978@825.54[1]	NA	562720.3750	NA	NA	NA	NA	NA	NA
274.273992@753.22[]	NA	39366.2109	NA	NA	NA	NA	NA	NA
889.879367@677.27[]	NA	25560.5801	NA	NA	NA	NA	NA	NA
640.758423@411.12[]	NA	14640.0801	NA	NA	NA	NA	NA	NA
1116.626978@830.82[]	NA	16452.6699	NA	NA	NA	NA	NA	NA
329.157166@767.42[]	NA	15722.4805	NA	NA	NA	NA	NA	NA
1043.517130@749.26[2]	NA	33334.2188	NA	NA	NA	NA	NA	NA
399.200330@759.50[]	NA	34268.2695	NA	NA	NA	NA	NA	NA
658.038238@677.93[]	NA	20042.5098	NA	NA	NA	NA	NA	NA
115.075652@226.53[]	NA	65639.2109	NA	NA	NA	NA	NA	NA
1118.529593@747.94[2]	NA	16927.0703	NA	NA	NA	NA	NA	NA
853.620985@739.68[]	NA	12265.3604	NA	NA	NA	NA	NA	NA
1170.081371@738.03[]	NA	8512.2617	NA	NA	NA	NA	NA	NA
290.148640@754.21[]	NA	29722.5605	NA	NA	NA	NA	NA	NA
878.827742@738.36[2]	NA	33757.4102	NA	NA	NA	NA	NA	NA
999.548009@664.07[]	NA	14540.3799	NA	NA	NA	NA	NA	NA
598.265427@849.65[]	NA	11233.9404	NA	NA	NA	NA	NA	NA
935.464395@732.42[2]	NA	12603.3496	NA	NA	NA	NA	NA	NA
808.621792@841.39[]	NA	18867.0605	NA	NA	NA	NA	NA	NA
1118.778990@748.27[2]	NA	36066.6289	NA	NA	NA	NA	NA	NA
845.703136@732.75[]	NA	33982.7891	NA	NA	NA	NA	NA	NA
498.282730@750.91[]	NA	17258.8691	NA	NA	NA	NA	NA	NA
883.421521@745.96[1]	NA	21090.5098	NA	NA	NA	NA	NA	NA
1052.377969@749.26[]	NA	16539.6895	NA	NA	NA	NA	NA	NA
874.540669@742.66[2]	NA	128509.6016	NA	NA	NA	NA	NA	NA
69.573516@743.32[]	NA	11048.4004	NA	NA	NA	NA	NA	NA
1162.086636@732.09[2]	NA	10784.9805	NA	NA	NA	NA	NA	NA
71.929097@755.87[]	NA	189947.7969	NA	NA	NA	NA	NA	NA
1031.621227@827.19[]	NA	14521.1299	NA	NA	NA	NA	NA	NA
464.283148@756.53[1]	NA	527023.3125	NA	NA	NA	NA	NA	NA
803.909559@770.39[2]	NA	32724.9395	NA	NA	NA	NA	NA	NA
1082.146982@738.36[2]	NA	11177.1104	NA	NA	NA	NA	NA	NA
956.140311@738.69[3]	NA	18612.6992	NA	NA	NA	NA	NA	NA
928.368140@695.44[]	NA	12629.0195	NA	NA	NA	NA	NA	NA
553.290185@776.67[2]	NA	48321.3008	NA	NA	NA	NA	NA	NA
1087.156994@741.34[2]	NA	19152.4492	NA	NA	NA	NA	NA	NA
586.237416@767.09[]	NA	53769.6016	NA	NA	NA	NA	NA	NA
972.808424@740.67[3]	NA	85438.3281	NA	NA	NA	NA	NA	NA
803.947876@679.58[]	NA	17532.0898	NA	NA	NA	NA	NA	NA
590.363519@811.34[]	NA	33794.0898	NA	NA	NA	NA	NA	NA
186.979628@754.87[]	NA	185843.5000	NA	NA	NA	NA	NA	NA
866.713583@668.03[]	NA	13596.1396	NA	NA	NA	NA	NA	NA
1008.527748@677.27[]	NA	20946.9004	NA	NA	NA	NA	NA	NA
176.971990@783.60[]	NA	106423.7969	NA	NA	NA	NA	NA	NA
765.077556@667.37[]	NA	15862.7900	NA	NA	NA	NA	NA	NA
606.449105@962.91[]	NA	132682.4062	NA	NA	NA	NA	NA	NA
572.351662@830.49[]	NA	39613.3984	NA	NA	NA	NA	NA	NA
594.243005@756.19[]	NA	21154.3496	NA	NA	NA	NA	NA	NA
987.355217@738.03[3]	NA	20336.1406	NA	NA	NA	NA	NA	NA
132.962608@753.88[]	NA	63685.3711	NA	NA	NA	NA	NA	NA
883.288529@687.84[]	NA	25398.5996	NA	NA	NA	NA	NA	NA
879.126517@738.69[]	NA	26215.4102	NA	NA	NA	NA	NA	NA
293.247941@876.06[]	NA	12749.6797	NA	NA	NA	NA	NA	NA
256.820848@50.52[]	NA	39759.8398	NA	NA	NA	NA	NA	NA
258.887160@758.18[]	NA	65112.4688	NA	NA	NA	NA	NA	NA
750.846459@687.84[]	NA	51769.0703	NA	NA	NA	NA	NA	NA
117.934857@755.20[]	NA	359750.6875	NA	NA	NA	NA	NA	NA
94.965493@752.23[]	NA	66567.3438	NA	NA	NA	NA	NA	NA
1099.660628@742.00[]	NA	124311.3984	NA	NA	NA	NA	NA	NA
714.946570@688.17[3]	NA	41817.9297	NA	NA	NA	NA	NA	NA
748.906987@683.88[]	NA	16395.7305	NA	NA	NA	NA	NA	NA
69.430436@744.64[]	NA	28790.7695	NA	NA	NA	NA	NA	NA
1058.046782@771.06[2]	NA	83945.6406	NA	NA	NA	NA	NA	NA
167.107050@545.19[]	NA	24425.7793	NA	NA	NA	NA	NA	NA
876.436100@744.97[2]	NA	40299.1602	NA	NA	NA	NA	NA	NA
508.748135@500.28[]	NA	11718.9697	NA	NA	NA	NA	NA	NA
1111.789300@747.61[2]	NA	28792.1191	NA	NA	NA	NA	NA	NA
1000.594233@687.84[]	NA	18415.1797	NA	NA	NA	NA	NA	NA
1070.717741@842.71[]	NA	8753.6963	NA	NA	NA	NA	NA	NA
181.008863@51.84[]	NA	22576.5605	NA	NA	NA	NA	NA	NA
750.646534@688.17[3]	NA	47368.5195	NA	NA	NA	NA	NA	NA
